post_id,ticker,excluded_flag,excluded_reason,bars_found,window_quality,confirmatory_eligible,market_adjusted_return,raw_volatility,time_bucket,baseline_mean,baseline_std,baseline_n,baseline_p_threshold,vol_zscore,vol_percentile_rank,abnormal_volatility_flag
2078139206946459853,BOX,False,,14,partial,True,0.00013959534186791522,0.0006871214152520922,3.0,0.0009537606446885452,0.0003292884701768625,271.0,0.0014873582929398983,-0.8097435944029248,18.081180811808117,False
2077857617859535112,BOX,False,,13,partial,True,0.013862085852776485,0.0026761531827726335,0.0,0.002365997427346339,0.001341249264250065,472.0,0.004040949102522769,0.23124393331892132,71.61016949152543,False
2077782120232350205,BOX,False,,10,partial,True,0.005490531966483525,0.001194970748068164,4.0,0.0009576938331044975,0.0005641838163725081,206.0,0.001540700580106158,0.42056668071280134,77.66990291262135,False
2077526010753581156,BOX,False,,13,partial,True,0.009558404910704255,0.0018005491750464598,0.0,0.002365997427346339,0.001341249264250065,472.0,0.004040949102522769,-0.42158327118713423,46.39830508474576,False
2077471148699439152,BOX,False,,14,partial,True,0.0020596220697133294,0.0006066561522931713,11.0,0.0008934168611414426,0.0005987207556726179,755.0,0.0013152033478981767,-0.47895568364941216,29.80132450331126,False
2077201458546745553,BOX,False,,10,partial,True,0.020368459772559966,0.0027392341187158823,0.0,0.002365997427346339,0.001341249264250065,472.0,0.004040949102522769,0.2782754118252818,73.72881355932203,False
2077043523703243070,BOX,False,,13,partial,True,0.0017496453595196026,0.0005890904263093015,2.0,0.0012459311727754808,0.0005641575098515942,353.0,0.002079870276452755,-1.1642860991763915,3.6827195467422094,False
2076882332821373381,BOX,False,,11,partial,True,-0.016771059022301693,0.004191053377478435,0.0,0.002365997427346339,0.001341249264250065,472.0,0.004040949102522769,1.3607134771869138,90.67796610169492,True
2076839463410671637,BOX,False,,11,partial,True,-0.016771059022301693,0.004191053377478435,0.0,0.002365997427346339,0.001341249264250065,472.0,0.004040949102522769,1.3607134771869138,90.67796610169492,True
2076764958579446006,BOX,False,,11,partial,True,-0.016771059022301693,0.004191053377478435,0.0,0.002365997427346339,0.001341249264250065,472.0,0.004040949102522769,1.3607134771869138,90.67796610169492,True
2076688119404081650,BOX,False,,7,insufficient,False,0.0037357600981255956,0.00035968995654148865,3.0,0.0009537606446885452,0.0003292884701768625,271.0,0.0014873582929398983,-1.8041041273870844,0.7380073800738007,False
