post_id,ticker,excluded_flag,excluded_reason,bars_found,window_quality,confirmatory_eligible,market_adjusted_return,raw_volatility,time_bucket,baseline_mean,baseline_std,baseline_n,baseline_p_threshold,vol_zscore,vol_percentile_rank,abnormal_volatility_flag
2078139206946459853,BOX,False,,4,partial,True,-0.0023446704493005344,0.00035044566281690814,3.0,0.000758629565148131,0.0004824263753766098,1776.0,0.0013826965166150963,-0.846106106890551,16.722972972972975,False
2077857617859535112,BOX,False,,4,partial,True,0.01624455090995558,0.0005643466814997425,0.0,0.0017581846887766912,0.0013656116753667834,1971.0,0.0032630178027621367,-0.8742148509797275,9.994926433282597,False
2077782120232350205,BOX,False,,3,partial,True,0.0005968242297129667,0.0019401664185114686,4.0,0.0006405765596762355,0.0004336418091671976,1560.0,0.0011404427505576464,2.996920110934588,98.01282051282051,True
2077526010753581156,BOX,False,,4,partial,True,0.01161533820320626,0.0016841478145085797,0.0,0.0017581846887766912,0.0013656116753667834,1971.0,0.0032630178027621367,-0.05421517375957277,61.694571283612376,False
2077471148699439152,BOX,False,,4,partial,True,-0.00033364496959387147,0.0008016658286889356,11.0,0.0005922930022773065,0.00037423045557609527,2768.0,0.001087637501794158,0.559475647403731,77.27601156069365,False
2077201458546745553,BOX,False,,4,partial,True,0.010624865938078987,0.0008933485727084653,0.0,0.0017581846887766912,0.0013656116753667834,1971.0,0.0032630178027621367,-0.6332957836172157,23.38914256722476,False
2077043523703243070,BOX,False,,5,complete,True,0.0017612887088336304,0.0005897706938448236,2.0,0.0008900083077710569,0.0005870184378314879,2142.0,0.0015609803531372367,-0.5114619824129286,33.33333333333333,False
2076882332821373381,BOX,False,,5,complete,True,-0.02880952990593899,0.004464268755541519,0.0,0.0017581846887766912,0.0013656116753667834,1971.0,0.0032630178027621367,1.9815911913890254,95.28158295281582,True
2076839463410671637,BOX,False,,5,complete,True,-0.02880952990593899,0.004464268755541519,0.0,0.0017581846887766912,0.0013656116753667834,1971.0,0.0032630178027621367,1.9815911913890254,95.28158295281582,True
2076764958579446006,BOX,False,,5,complete,True,-0.02880952990593899,0.004464268755541519,0.0,0.0017581846887766912,0.0013656116753667834,1971.0,0.0032630178027621367,1.9815911913890254,95.28158295281582,True
2076688119404081650,BOX,False,,2,partial,True,0.0010851580776405356,0.0,3.0,0.000758629565148131,0.0004824263753766098,1776.0,0.0013826965166150963,-1.5725292062563974,0.3941441441441441,False
2076338364635287637,BOX,False,,2,partial,True,0.01779171167791771,0.0,0.0,0.0017581846887766912,0.0013656116753667834,1971.0,0.0032630178027621367,-1.2874704577378986,0.0,False
2076116544980214164,BOX,False,,2,partial,True,0.01779171167791771,0.0,0.0,0.0017581846887766912,0.0013656116753667834,1971.0,0.0032630178027621367,-1.2874704577378986,0.0,False
2075963779599466894,BOX,False,,2,partial,True,0.01779171167791771,0.0,0.0,0.0017581846887766912,0.0013656116753667834,1971.0,0.0032630178027621367,-1.2874704577378986,0.0,False
