post_id,ticker,excluded_flag,excluded_reason,bars_found,window_quality,confirmatory_eligible,market_adjusted_return,raw_volatility,time_bucket,baseline_mean,baseline_std,baseline_n,baseline_p_threshold,vol_zscore,vol_percentile_rank,abnormal_volatility_flag
2064569513023328268,BOX,True,"cpi(ALL, 2026-06-10 12:30:00+00:00->2026-06-10 20:00:00+00:00)",40,partial,False,-0.00730382344972258,0.002306956766309684,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.6161905851055165,0.0,False
2064396746953023647,BOX,False,,44,partial,True,0.004549040499319146,0.0006229723127841644,3.0,,,,,,,False
2064379199629181139,BOX,False,,48,partial,True,0.009538828968237212,0.0009412421562182298,2.0,,,,,,,False
2064186766907887941,BOX,False,,54,partial,True,-0.004449628372180325,0.001726440208975692,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-8.650745194097077,0.0,False
2063835799096090749,BOX,False,,33,partial,True,-0.000846082906325929,0.0017723261961650864,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-8.489927133793936,0.0,False
2063756386572681606,BOX,False,,33,partial,True,-0.000846082906325929,0.0017723261961650864,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-8.489927133793936,0.0,False
2063649508681224367,BOX,False,,33,partial,True,-0.000846082906325929,0.0017723261961650864,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-8.489927133793936,0.0,False
2063320673217609936,BOX,False,,33,partial,True,-0.000846082906325929,0.0017723261961650864,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-8.489927133793936,0.0,False
2063055332545540096,BOX,False,,33,partial,True,-0.000846082906325929,0.0017723261961650864,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-8.489927133793936,0.0,False
2062728257359790292,BOX,True,"jobs_report(ALL, 2026-06-05 12:30:00+00:00->2026-06-05 20:00:00+00:00)",50,partial,False,0.0042353253983393735,0.002462325882582579,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.07166356410257,0.0,False
2062335852379066698,BOX,False,,34,partial,True,0.011659668259772715,0.004953731672575563,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,2.6600445480265464,100.0,True
2062280745889222937,BOX,False,,34,partial,True,0.011659668259772715,0.004953731672575563,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,2.6600445480265464,100.0,True
2061974298760495132,BOX,False,,40,partial,True,-0.03218728008803651,0.002740264721877029,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-5.097562585654601,0.0,False
2061662386680127688,BOX,False,,35,partial,True,-0.04121243894007909,0.002780117361043503,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-4.957889789638246,0.0,False
2061612625574944804,BOX,False,,35,partial,True,-0.04121243894007909,0.002780117361043503,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-4.957889789638246,0.0,False
2061247380897579500,BOX,False,,52,partial,True,0.02112391034604577,0.003510741266542858,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-2.397249243570422,0.0,False
2060923684295221390,BOX,False,,52,partial,True,0.02112391034604577,0.003510741266542858,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-2.397249243570422,0.0,False
2060525104384418271,BOX,False,,52,partial,True,0.02112391034604577,0.003510741266542858,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-2.397249243570422,0.0,False
2060091844361683063,BOX,False,,50,partial,True,0.02143153744252957,0.002093492924221088,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.364324016077631,0.0,False
2059839815273824423,BOX,False,,52,partial,True,0.02455660687802874,0.0027846551286624583,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-4.941986132960344,0.0,False
2059482349977653619,BOX,True,"earnings(BOX, 2026-05-26 20:00:00+00:00->2026-05-27 20:00:00+00:00)",36,partial,False,-0.037927003392598024,0.006049819308697007,,,,,,,,False
2059025559896883489,BOX,False,,60,complete,True,-0.0021858046005391873,0.0019460439944765124,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.881092910629768,0.0,False
2058582370253701432,BOX,False,,60,complete,True,-0.0021858046005391873,0.0019460439944765124,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.881092910629768,0.0,False
2058223867815227756,BOX,False,,60,complete,True,-0.0021858046005391873,0.0019460439944765124,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.881092910629768,0.0,False
2058006473620463985,BOX,False,,60,complete,True,-0.0021858046005391873,0.0019460439944765124,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.881092910629768,0.0,False
2057663408376516703,BOX,False,,40,partial,True,0.006365123124023819,0.0018366765151969589,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-8.26439654982982,0.0,False
2057315272156135501,BOX,False,,29,partial,True,-0.008263712513119081,0.0030309295798287847,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-4.078860329971336,0.0,False
2056965292753146019,BOX,False,,37,partial,True,-0.01731946057889222,0.003452364534991113,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-2.6018440078987943,0.0,False
2056804573449474527,BOX,False,,49,partial,True,0.002972822957744037,0.0009131090298445333,5.0,0.001156084544584349,0.0002470170345756928,55.0,0.0015310284194640484,-0.9836386998863483,30.909090909090907,False
2056574979236409521,BOX,False,,49,partial,True,0.026350800053253742,0.0029349559878632044,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-4.415221991681364,0.0,False
2056219645796090197,BOX,False,,44,partial,True,0.026922271364246075,0.0017517386333669577,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-8.56208101166298,0.0,False
2056051851439857933,BOX,False,,44,partial,True,0.026922271364246075,0.0017517386333669577,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-8.56208101166298,0.0,False
2055501840419328286,BOX,False,,44,partial,True,0.026922271364246075,0.0017517386333669577,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-8.56208101166298,0.0,False
2055357619888595271,BOX,False,,37,partial,True,-0.0012904454558532175,0.0007794223990372293,5.0,0.001156084544584349,0.0002470170345756928,55.0,0.0015310284194640484,-1.5248427955348156,0.0,False
2055143231625818554,BOX,False,,44,partial,True,0.02775104801326589,0.0023388809807424644,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.504304788237056,0.0,False
2055136119969529993,BOX,False,,44,partial,True,0.02775104801326589,0.0023388809807424644,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.504304788237056,0.0,False
2054729966630441007,BOX,False,,35,partial,True,0.012881787255386357,0.0024840337816179614,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-5.995583208639857,0.0,False
2054398342852194386,BOX,False,,40,partial,True,-0.015853828117917912,0.001982676918468167,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.752704351498322,0.0,False
2054277953794847152,BOX,True,"cpi(ALL, 2026-05-12 12:30:00+00:00->2026-05-12 20:00:00+00:00)",46,partial,False,-0.00296437954774309,0.0007831502082220265,5.0,0.001156084544584349,0.0002470170345756928,55.0,0.0015310284194640484,-1.5097514914423649,0.0,False
2053888702427115811,BOX,False,,40,partial,True,-0.004627265723889384,0.00088923263252236,3.0,,,,,,,False
2053672965125140915,BOX,False,,48,partial,True,-0.032783839209863386,0.0023652903307349706,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.41174710996086,0.0,False
2053267097493573921,BOX,False,,48,partial,True,-0.032783839209863386,0.0023652903307349706,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.41174710996086,0.0,False
2052903105256382679,BOX,False,,48,partial,True,-0.032783839209863386,0.0023652903307349706,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-6.41174710996086,0.0,False
2052566788236509254,BOX,True,"jobs_report(ALL, 2026-05-08 12:30:00+00:00->2026-05-08 20:00:00+00:00)",43,partial,False,-0.028122416284346752,0.002148849787067525,0.0,0.00419474496533706,0.00028532857008037186,3.0,0.004396504703856751,-7.1703130804365065,0.0,False
